parca_no,tahmin_tarihi,tahmin_ayi,tahmin,birim_maliyet,tedarik_suresi,siparis_maliyeti,elde_tutma_maliyeti_aylik,stoksuz_kalma_cezasi,mevcut_Q,mevcut_r,mevcut_SS,baslangic_stok
Part-158,2025-03-01,3,746.65,396.38,7,100,7.1348,1103.4,217,790,475,1350
Part-1580,2025-01-01,1,82.46,290.87,20,150,5.6235,668.14,100,328,153,209
Part-1580,2025-02-01,2,71.31,290.87,20,150,5.6235,668.14,100,328,153,209
Part-1580,2025-03-01,3,170.57,290.87,20,150,5.6235,668.14,100,328,153,209
Part-1581,2025-01-01,1,105.79,4336.33,7,500,54.2041,13147.98,30,100,65,67
Part-1581,2025-02-01,2,201.52,4336.33,7,500,54.2041,13147.98,30,100,65,67
Part-1581,2025-03-01,3,107.95,4336.33,7,500,54.2041,13147.98,30,100,65,67
Part-1582,2025-01-01,1,128.96,7652.35,7,150,132.003,28856.49,8,55,48,38
Part-1582,2025-02-01,2,80.48,7652.35,7,150,132.003,28856.49,8,55,48,38
Part-1582,2025-03-01,3,2.82,7652.35,7,150,132.003,28856.49,8,55,48,38
Part-1583,2025-01-01,1,2.49,2909.92,20,100,69.5956,9078.88,10,158,134,67
Part-1583,2025-02-01,2,1.68,2909.92,20,100,69.5956,9078.88,10,158,134,67
Part-1583,2025-03-01,3,1.76,2909.92,20,100,69.5956,9078.88,10,158,134,67
Part-1584,2025-01-01,1,164.77,397.28,20,500,9.6671,1375.73,143,299,196,315
Part-1584,2025-02-01,2,189.73,397.28,20,500,9.6671,1375.73,143,299,196,315
Part-1584,2025-03-01,3,4.77,397.28,20,500,9.6671,1375.73,143,299,196,315
Part-1585,2025-01-01,1,907.08,1535.46,20,100,20.2169,4572.27,41,619,462,309
Part-1585,2025-02-01,2,0.76,1535.46,20,100,20.2169,4572.27,41,619,462,309
Part-1585,2025-03-01,3,1.53,1535.46,20,100,20.2169,4572.27,41,619,462,309
Part-1586,2025-01-01,1,3438.64,418.37,20,75,5.892,1730.55,378,6199,3559,4724
Part-1586,2025-02-01,2,30.78,418.37,20,75,5.892,1730.55,378,6199,3559,4724
Part-1586,2025-03-01,3,6333.37,418.37,20,75,5.892,1730.55,378,6199,3559,4724
Part-1587,2025-01-01,1,627.7,98.04,20,150,1.2337,303.14,413,1858,966,1813
Part-1587,2025-02-01,2,888.94,98.04,20,150,1.2337,303.14,413,1858,966,1813
Part-1587,2025-03-01,3,493.61,98.04,20,150,1.2337,303.14,413,1858,966,1813
Part-1588,2025-01-01,1,603.95,61.14,20,100,1.4266,201.13,331,1243,480,694
Part-1588,2025-02-01,2,464.22,61.14,20,100,1.4266,201.13,331,1243,480,694
Part-1588,2025-03-01,3,220.74,61.14,20,100,1.4266,201.13,331,1243,480,694
Part-1589,2025-01-01,1,1.75,3361.24,20,300,45.0966,12529.77,38,641,417,114
Part-1589,2025-02-01,2,1.54,3361.24,20,300,45.0966,12529.77,38,641,417,114
Part-1589,2025-03-01,3,1.28,3361.24,20,300,45.0966,12529.77,38,641,417,114
Part-159,2025-01-01,1,0.66,185.28,20,75,4.3386,495.31,151,3568,2638,1013
Part-159,2025-02-01,2,366.15,185.28,20,75,4.3386,495.31,151,3568,2638,1013
Part-159,2025-03-01,3,221.42,185.28,20,75,4.3386,495.31,151,3568,2638,1013
Part-1590,2025-01-01,1,60.05,6465.4,20,100,89.438,31729.62,5,52,47,13
Part-1590,2025-02-01,2,87.36,6465.4,20,100,89.438,31729.62,5,52,47,13
Part-1590,2025-03-01,3,2.07,6465.4,20,100,89.438,31729.62,5,52,47,13
Part-1591,2025-01-01,1,0.91,133.28,20,75,2.0436,523.18,1,0,0,0
Part-1591,2025-02-01,2,0.56,133.28,20,75,2.0436,523.18,1,0,0,0
Part-1591,2025-03-01,3,0.73,133.28,20,75,2.0436,523.18,1,0,0,0
Part-1592,2025-01-01,1,2.47,294.63,14,75,7.0711,674.93,106,1286,778,608
Part-1592,2025-02-01,2,259.95,294.63,14,75,7.0711,674.93,106,1286,778,608
Part-1592,2025-03-01,3,222.98,294.63,14,75,7.0711,674.93,106,1286,778,608
Part-1593,2025-01-01,1,252.92,204.93,20,150,4.3206,605.92,240,548,195,745
Part-1593,2025-02-01,2,501.52,204.93,20,150,4.3206,605.92,240,548,195,745
Part-1593,2025-03-01,3,412.42,204.93,20,150,4.3206,605.92,240,548,195,745
Part-1594,2025-01-01,1,123.68,433.61,14,100,8.7806,1413.2,62,401,310,250
Part-1594,2025-02-01,2,193.66,433.61,14,100,8.7806,1413.2,62,401,310,250
Part-1594,2025-03-01,3,211.99,433.61,14,100,8.7806,1413.2,62,401,310,250
Part-1595,2025-01-01,1,366.35,116.68,14,100,2.6059,492.45,98,219,125,270
Part-1595,2025-02-01,2,97.49,116.68,14,100,2.6059,492.45,98,219,125,270
Part-1595,2025-03-01,3,111.52,116.68,14,100,2.6059,492.45,98,219,125,270
Part-1596,2025-01-01,1,107.13,498.41,20,150,10.5497,1665.0,199,2388,1234,1807
Part-1596,2025-02-01,2,269.59,498.41,20,150,10.5497,1665.0,199,2388,1234,1807
Part-1596,2025-03-01,3,1941.51,498.41,20,150,10.5497,1665.0,199,2388,1234,1807
Part-1597,2025-01-01,1,27.51,182.9,14,75,3.9933,727.45,18,23,22,11
Part-1597,2025-02-01,2,53.94,182.9,14,75,3.9933,727.45,18,23,22,11
Part-1597,2025-03-01,3,1.18,182.9,14,75,3.9933,727.45,18,23,22,11
Part-1598,2025-01-01,1,152.33,2333.95,20,75,31.3138,10545.92,10,135,85,44
Part-1598,2025-02-01,2,104.08,2333.95,20,75,31.3138,10545.92,10,135,85,44
Part-1598,2025-03-01,3,34.38,2333.95,20,75,31.3138,10545.92,10,135,85,44
Part-1599,2025-01-01,1,112.63,70.5,7,150,1.3982,163.07,122,121,84,136
Part-1599,2025-02-01,2,39.04,70.5,7,150,1.3982,163.07,122,121,84,136
Part-1599,2025-03-01,3,46.92,70.5,7,150,1.3982,163.07,122,121,84,136
Part-16,2025-01-01,1,34614.06,491.97,7,200,11.9303,1159.97,991,28715,16706,64575
Part-16,2025-02-01,2,47553.33,491.97,7,200,11.9303,1159.97,991,28715,16706,64575
Part-16,2025-03-01,3,26319.53,491.97,7,200,11.9303,1159.97,991,28715,16706,64575
Part-160,2025-01-01,1,4427.03,5870.2,20,100,125.2309,13611.36,53,2666,2064,2374
Part-160,2025-02-01,2,831.71,5870.2,20,100,125.2309,13611.36,53,2666,2064,2374
Part-160,2025-03-01,3,971.55,5870.2,20,100,125.2309,13611.36,53,2666,2064,2374
Part-1600,2025-01-01,1,48.53,291.75,20,50,6.3942,1253.71,84,1482,780,1268
Part-1600,2025-02-01,2,691.79,291.75,20,50,6.3942,1253.71,84,1482,780,1268
Part-1600,2025-03-01,3,39.9,291.75,20,50,6.3942,1253.71,84,1482,780,1268
Part-1601,2025-01-01,1,3.58,480.84,20,300,9.4164,2037.19,124,795,724,250
Part-1601,2025-02-01,2,3.46,480.84,20,300,9.4164,2037.19,124,795,724,250
Part-1601,2025-03-01,3,1.24,480.84,20,300,9.4164,2037.19,124,795,724,250
Part-1602,2025-01-01,1,33.62,5486.68,20,75,69.4979,24465.86,2,17,14,3
Part-1602,2025-02-01,2,1.01,5486.68,20,75,69.4979,24465.86,2,17,14,3
Part-1602,2025-03-01,3,0.95,5486.68,20,75,69.4979,24465.86,2,17,14,3
Part-1603,2025-01-01,1,56.47,4295.18,14,100,65.1436,20909.79,8,85,61,29
Part-1603,2025-02-01,2,137.22,4295.18,14,100,65.1436,20909.79,8,85,61,29
Part-1603,2025-03-01,3,85.87,4295.18,14,100,65.1436,20909.79,8,85,61,29
Part-1604,2025-01-01,1,168.17,632.84,20,75,15.5046,1853.46,11,98,70,29
Part-1604,2025-02-01,2,74.58,632.84,20,75,15.5046,1853.46,11,98,70,29
Part-1604,2025-03-01,3,2.49,632.84,20,75,15.5046,1853.46,11,98,70,29
Part-1605,2025-01-01,1,437.18,215.59,20,75,4.5993,708.66,48,423,295,147
Part-1605,2025-02-01,2,2.66,215.59,20,75,4.5993,708.66,48,423,295,147
Part-1605,2025-03-01,3,1.5,215.59,20,75,4.5993,708.66,48,423,295,147
Part-1606,2025-01-01,1,17.93,53.48,20,200,1.1275,149.1,290,1900,1429,539
Part-1606,2025-02-01,2,19.56,53.48,20,200,1.1275,149.1,290,1900,1429,539
Part-1606,2025-03-01,3,52.42,53.48,20,200,1.1275,149.1,290,1900,1429,539
Part-1607,2025-01-01,1,560.82,443.5,20,150,9.2026,1322.21,97,1068,629,338
Part-1607,2025-02-01,2,197.12,443.5,20,150,9.2026,1322.21,97,1068,629,338
Part-1607,2025-03-01,3,389.31,443.5,20,150,9.2026,1322.21,97,1068,629,338
Part-1608,2025-01-01,1,1204.47,193.82,20,100,2.7296,579.42,186,1733,759,1422
Part-1608,2025-02-01,2,521.91,193.82,20,100,2.7296,579.42,186,1733,759,1422
Part-1608,2025-03-01,3,1040.92,193.82,20,100,2.7296,579.42,186,1733,759,1422
Part-1609,2025-01-01,1,102.22,249.66,14,100,3.1416,1150.76,61,129,86,69
Part-1609,2025-02-01,2,183.81,249.66,14,100,3.1416,1150.76,61,129,86,69
Part-1609,2025-03-01,3,80.95,249.66,14,100,3.1416,1150.76,61,129,86,69
Part-161,2025-01-01,1,194.5,6272.95,20,150,145.8461,16248.91,39,4166,4396,1390
Part-161,2025-02-01,2,2.07,6272.95,20,150,145.8461,16248.91,39,4166,4396,1390
Part-161,2025-03-01,3,347.35,6272.95,20,150,145.8461,16248.91,39,4166,4396,1390
Part-1610,2025-01-01,1,693.29,149.17,20,75,2.6851,326.49,93,674,626,291
Part-1610,2025-02-01,2,1.28,149.17,20,75,2.6851,326.49,93,674,626,291
Part-1610,2025-03-01,3,1.78,149.17,20,75,2.6851,326.49,93,674,626,291
Part-1611,2025-01-01,1,102.01,7830.93,7,150,141.6093,20423.82,37,341,236,842
Part-1611,2025-02-01,2,651.99,7830.93,7,150,141.6093,20423.82,37,341,236,842
Part-1611,2025-03-01,3,711.65,7830.93,7,150,141.6093,20423.82,37,341,236,842
Part-1612,2025-01-01,1,85.43,3568.65,14,200,80.8894,13673.91,41,292,181,262
Part-1612,2025-02-01,2,303.98,3568.65,14,200,80.8894,13673.91,41,292,181,262
Part-1612,2025-03-01,3,252.33,3568.65,14,200,80.8894,13673.91,41,292,181,262
Part-1613,2025-01-01,1,1997.01,23.51,14,100,0.3468,100.99,846,2419,1527,1646
Part-1613,2025-02-01,2,0.3,23.51,14,100,0.3468,100.99,846,2419,1527,1646
Part-1613,2025-03-01,3,874.07,23.51,14,100,0.3468,100.99,846,2419,1527,1646
Part-1614,2025-01-01,1,2.29,202.94,20,100,3.2301,830.46,125,713,504,314
Part-1614,2025-02-01,2,2.96,202.94,20,100,3.2301,830.46,125,713,504,314
Part-1614,2025-03-01,3,0.67,202.94,20,100,3.2301,830.46,125,713,504,314
Part-1615,2025-01-01,1,198.64,366.69,20,200,4.9503,784.62,33,101,87,32
Part-1615,2025-02-01,2,1.31,366.69,20,200,4.9503,784.62,33,101,87,32
Part-1615,2025-03-01,3,1.89,366.69,20,200,4.9503,784.62,33,101,87,32
Part-1616,2025-01-01,1,1.06,157.88,20,200,2.7629,530.7,149,1083,736,262
Part-1616,2025-02-01,2,0.97,157.88,20,200,2.7629,530.7,149,1083,736,262
Part-1616,2025-03-01,3,0.57,157.88,20,200,2.7629,530.7,149,1083,736,262
Part-1617,2025-01-01,1,414.96,6570.13,20,75,102.932,16776.31,20,846,486,338
Part-1617,2025-02-01,2,2.14,6570.13,20,75,102.932,16776.31,20,846,486,338
Part-1617,2025-03-01,3,2.34,6570.13,20,75,102.932,16776.31,20,846,486,338
Part-1618,2025-01-01,1,0.73,284.42,20,100,4.4796,1411.98,172,1465,834,621
Part-1618,2025-02-01,2,773.24,284.42,20,100,4.4796,1411.98,172,1465,834,621
Part-1618,2025-03-01,3,2.12,284.42,20,100,4.4796,1411.98,172,1465,834,621
Part-1619,2025-01-01,1,3.58,497.57,20,300,7.7953,2486.2,182,634,347,659
Part-1619,2025-02-01,2,494.82,497.57,20,300,7.7953,2486.2,182,634,347,659
Part-1619,2025-03-01,3,324.51,497.57,20,300,7.7953,2486.2,182,634,347,659
Part-162,2025-01-01,1,2036.7,62.82,20,500,1.4815,232.45,1250,3931,2544,2974
Part-162,2025-02-01,2,22.87,62.82,20,500,1.4815,232.45,1250,3931,2544,2974
Part-162,2025-03-01,3,1234.53,62.82,20,500,1.4815,232.45,1250,3931,2544,2974
Part-1620,2025-01-01,1,6.25,380.36,20,200,5.8639,818.8,91,220,95,196
Part-1620,2025-02-01,2,100.74,380.36,20,200,5.8639,818.8,91,220,95,196
Part-1620,2025-03-01,3,99.38,380.36,20,200,5.8639,818.8,91,220,95,196
Part-1621,2025-01-01,1,0.54,483.72,20,75,7.9814,1936.41,1,1,1,0
Part-1621,2025-02-01,2,0.56,483.72,20,75,7.9814,1936.41,1,1,1,0
Part-1621,2025-03-01,3,0.56,483.72,20,75,7.9814,1936.41,1,1,1,0
Part-1622,2025-01-01,1,150.3,348.11,7,100,6.7011,1545.33,62,101,71,221
Part-1622,2025-02-01,2,70.01,348.11,7,100,6.7011,1545.33,62,101,71,221
Part-1622,2025-03-01,3,67.95,348.11,7,100,6.7011,1545.33,62,101,71,221
Part-1623,2025-01-01,1,103.78,138.18,20,500,2.4872,410.99,176,217,126,199
Part-1623,2025-02-01,2,54.02,138.18,20,500,2.4872,410.99,176,217,126,199
Part-1623,2025-03-01,3,4.19,138.18,20,500,2.4872,410.99,176,217,126,199
Part-1624,2025-01-01,1,27.71,147.31,20,150,1.9641,601.16,19,13,12,3
Part-1624,2025-02-01,2,0.71,147.31,20,150,1.9641,601.16,19,13,12,3
Part-1624,2025-03-01,3,0.72,147.31,20,150,1.9641,601.16,19,13,12,3
Part-1625,2025-01-01,1,352.45,412.12,20,200,7.3495,1056.27,121,512,357,197
Part-1625,2025-02-01,2,522.19,412.12,20,200,7.3495,1056.27,121,512,357,197
Part-1625,2025-03-01,3,181.97,412.12,20,200,7.3495,1056.27,121,512,357,197
Part-1626,2025-01-01,1,77.62,216.72,20,50,5.0026,516.63,16,96,65,25
Part-1626,2025-02-01,2,124.43,216.72,20,50,5.0026,516.63,16,96,65,25
Part-1626,2025-03-01,3,1.66,216.72,20,50,5.0026,516.63,16,96,65,25
Part-1627,2025-01-01,1,0.92,188.26,20,200,2.5886,899.11,122,270,244,94
Part-1627,2025-02-01,2,171.11,188.26,20,200,2.5886,899.11,122,270,244,94
Part-1627,2025-03-01,3,212.72,188.26,20,200,2.5886,899.11,122,270,244,94
Part-1628,2025-01-01,1,1.17,1458.13,20,150,35.4812,5726.96,24,328,203,175
Part-1628,2025-02-01,2,1.63,1458.13,20,150,35.4812,5726.96,24,328,203,175
Part-1628,2025-03-01,3,269.51,1458.13,20,150,35.4812,5726.96,24,328,203,175
Part-1629,2025-01-01,1,4.69,11.55,14,75,0.1887,51.41,251,158,104,97
Part-1629,2025-02-01,2,147.06,11.55,14,75,0.1887,51.41,251,158,104,97
Part-1629,2025-03-01,3,4.38,11.55,14,75,0.1887,51.41,251,158,104,97
Part-163,2025-01-01,1,821.99,82.03,20,150,1.0801,337.95,672,1996,1159,1992
Part-163,2025-02-01,2,287.73,82.03,20,150,1.0801,337.95,672,1996,1159,1992
Part-163,2025-03-01,3,1638.13,82.03,20,150,1.0801,337.95,672,1996,1159,1992
Part-1630,2025-01-01,1,617.4,264.86,14,100,3.3549,953.0,154,815,464,1209
Part-1630,2025-02-01,2,953.27,264.86,14,100,3.3549,953.0,154,815,464,1209
Part-1630,2025-03-01,3,5.55,264.86,14,100,3.3549,953.0,154,815,464,1209
Part-1631,2025-01-01,1,0.49,388.66,7,50,6.089,957.73,11,29,26,12
Part-1631,2025-02-01,2,0.64,388.66,7,50,6.089,957.73,11,29,26,12
Part-1631,2025-03-01,3,0.64,388.66,7,50,6.089,957.73,11,29,26,12
Part-1632,2025-01-01,1,146.76,369.4,20,200,4.9253,1156.21,72,164,130,77
Part-1632,2025-02-01,2,4.29,369.4,20,200,4.9253,1156.21,72,164,130,77
Part-1632,2025-03-01,3,12.17,369.4,20,200,4.9253,1156.21,72,164,130,77
Part-1633,2025-01-01,1,2.54,186.95,20,200,3.6611,868.38,105,336,205,178
Part-1633,2025-02-01,2,162.7,186.95,20,200,3.6611,868.38,105,336,205,178
Part-1633,2025-03-01,3,4.75,186.95,20,200,3.6611,868.38,105,336,205,178
Part-1634,2025-01-01,1,249.47,270.15,20,100,4.435,552.95,107,500,308,230
Part-1634,2025-02-01,2,4.24,270.15,20,100,4.435,552.95,107,500,308,230
Part-1634,2025-03-01,3,335.37,270.15,20,100,4.435,552.95,107,500,308,230
Part-1635,2025-01-01,1,205.1,3096.09,14,100,69.92,8116.5,40,581,396,555
Part-1635,2025-02-01,2,77.95,3096.09,14,100,69.92,8116.5,40,581,396,555
Part-1635,2025-03-01,3,189.36,3096.09,14,100,69.92,8116.5,40,581,396,555
Part-1636,2025-01-01,1,83.96,5303.05,20,100,114.8994,14635.67,15,151,91,98
Part-1636,2025-02-01,2,144.74,5303.05,20,100,114.8994,14635.67,15,151,91,98
Part-1636,2025-03-01,3,100.0,5303.05,20,100,114.8994,14635.67,15,151,91,98
Part-1637,2025-01-01,1,606.06,297.25,20,50,5.4496,829.03,117,1593,601,1571
Part-1637,2025-02-01,2,881.74,297.25,20,50,5.4496,829.03,117,1593,601,1571
Part-1637,2025-03-01,3,1253.04,297.25,20,50,5.4496,829.03,117,1593,601,1571
Part-1638,2025-01-01,1,0.59,438.02,14,100,8.5414,1005.59,25,181,131,42
Part-1638,2025-02-01,2,1.21,438.02,14,100,8.5414,1005.59,25,181,131,42
Part-1638,2025-03-01,3,0.56,438.02,14,100,8.5414,1005.59,25,181,131,42
Part-1639,2025-01-01,1,504.8,109.31,20,75,2.1953,496.78,150,686,266,845
Part-1639,2025-02-01,2,664.89,109.31,20,75,2.1953,496.78,150,686,266,845
Part-1639,2025-03-01,3,631.71,109.31,20,75,2.1953,496.78,150,686,266,845
Part-164,2025-01-01,1,12.15,186.14,14,100,4.0175,784.86,264,3192,2906,2466
Part-164,2025-02-01,2,0.99,186.14,14,100,4.0175,784.86,264,3192,2906,2466
Part-164,2025-03-01,3,1954.34,186.14,14,100,4.0175,784.86,264,3192,2906,2466
Part-1640,2025-01-01,1,329.63,413.45,20,75,6.5807,1024.75,139,1000,405,615
Part-1640,2025-02-01,2,215.61,413.45,20,75,6.5807,1024.75,139,1000,405,615
Part-1640,2025-03-01,3,570.34,413.45,20,75,6.5807,1024.75,139,1000,405,615
Part-1641,2025-01-01,1,1.29,7377.28,20,500,105.1262,33116.78,15,94,71,19
Part-1641,2025-02-01,2,1.55,7377.28,20,500,105.1262,33116.78,15,94,71,19
Part-1641,2025-03-01,3,3.01,7377.28,20,500,105.1262,33116.78,15,94,71,19
Part-1642,2025-01-01,1,18.1,334.69,20,100,5.7455,1025.89,15,30,19,8
Part-1642,2025-02-01,2,0.66,334.69,20,100,5.7455,1025.89,15,30,19,8
Part-1642,2025-03-01,3,0.64,334.69,20,100,5.7455,1025.89,15,30,19,8
Part-1643,2025-01-01,1,0.56,200.22,20,100,2.7363,675.13,1,0,0,0
Part-1643,2025-02-01,2,0.56,200.22,20,100,2.7363,675.13,1,0,0,0
Part-1643,2025-03-01,3,0.57,200.22,20,100,2.7363,675.13,1,0,0,0
Part-1644,2025-01-01,1,9.29,186.88,20,300,3.0679,633.25,455,1793,762,1685
Part-1644,2025-02-01,2,1079.3,186.88,20,300,3.0679,633.25,455,1793,762,1685
Part-1644,2025-03-01,3,1194.91,186.88,20,300,3.0679,633.25,455,1793,762,1685
Part-1645,2025-01-01,1,0.66,4029.31,14,100,78.2358,16679.11,3,22,17,5
Part-1645,2025-02-01,2,0.55,4029.31,14,100,78.2358,16679.11,3,22,17,5
Part-1645,2025-03-01,3,0.56,4029.31,14,100,78.2358,16679.11,3,22,17,5
Part-1646,2025-01-01,1,44.35,495.16,20,150,9.5318,2076.65,84,1204,665,535
Part-1646,2025-02-01,2,391.81,495.16,20,150,9.5318,2076.65,84,1204,665,535
Part-1646,2025-03-01,3,2.81,495.16,20,150,9.5318,2076.65,84,1204,665,535
Part-1647,2025-01-01,1,1325.84,3483.48,20,75,48.7687,13662.43,121,7800,4634,3787
Part-1647,2025-02-01,2,3678.03,3483.48,20,75,48.7687,13662.43,121,7800,4634,3787
Part-1647,2025-03-01,3,3048.53,3483.48,20,75,48.7687,13662.43,121,7800,4634,3787
Part-1648,2025-01-01,1,83.11,459.71,20,100,5.7847,1986.55,47,147,67,184
Part-1648,2025-02-01,2,57.52,459.71,20,100,5.7847,1986.55,47,147,67,184
Part-1648,2025-03-01,3,46.65,459.71,20,100,5.7847,1986.55,47,147,67,184
Part-1649,2025-01-01,1,18.63,295.34,14,150,4.0117,598.04,300,1904,1816,1376
Part-1649,2025-02-01,2,1.22,295.34,14,150,4.0117,598.04,300,1904,1816,1376
Part-1649,2025-03-01,3,11.74,295.34,14,150,4.0117,598.04,300,1904,1816,1376
Part-165,2025-01-01,1,2093.88,107.77,14,100,1.6525,335.2,342,1983,1074,1621
Part-165,2025-02-01,2,737.15,107.77,14,100,1.6525,335.2,342,1983,1074,1621
Part-165,2025-03-01,3,1387.12,107.77,14,100,1.6525,335.2,342,1983,1074,1621
Part-1650,2025-01-01,1,300.81,434.74,20,100,5.6154,1527.86,153,1322,673,615
Part-1650,2025-02-01,2,213.91,434.74,20,100,5.6154,1527.86,153,1322,673,615
Part-1650,2025-03-01,3,515.32,434.74,20,100,5.6154,1527.86,153,1322,673,615
Part-1651,2025-01-01,1,14.77,4404.95,20,50,77.0866,15734.82,57,5932,3269,3068
Part-1651,2025-02-01,2,2993.33,4404.95,20,50,77.0866,15734.82,57,5932,3269,3068
Part-1651,2025-03-01,3,14.18,4404.95,20,50,77.0866,15734.82,57,5932,3269,3068
Part-1652,2025-01-01,1,82.74,601.55,20,100,10.4269,1635.02,35,545,539,121
Part-1652,2025-02-01,2,2.81,601.55,20,100,10.4269,1635.02,35,545,539,121
Part-1652,2025-03-01,3,6.89,601.55,20,100,10.4269,1635.02,35,545,539,121
Part-1653,2025-01-01,1,1.96,418.3,20,200,6.4836,1534.79,94,893,679,339
Part-1653,2025-02-01,2,60.62,418.3,20,200,6.4836,1534.79,94,893,679,339
Part-1653,2025-03-01,3,62.44,418.3,20,200,6.4836,1534.79,94,893,679,339
Part-1654,2025-01-01,1,218.23,416.92,20,75,6.3233,1418.14,85,542,173,449
Part-1654,2025-02-01,2,391.22,416.92,20,75,6.3233,1418.14,85,542,173,449
Part-1654,2025-03-01,3,460.08,416.92,20,75,6.3233,1418.14,85,542,173,449
Part-1655,2025-01-01,1,0.59,393.43,20,50,6.8522,1344.09,17,127,127,38
Part-1655,2025-02-01,2,1.2,393.43,20,50,6.8522,1344.09,17,127,127,38
Part-1655,2025-03-01,3,0.56,393.43,20,50,6.8522,1344.09,17,127,127,38
Part-1656,2025-01-01,1,2136.86,155.58,20,75,2.1133,366.45,311,4565,1639,2667
Part-1656,2025-02-01,2,2042.46,155.58,20,75,2.1133,366.45,311,4565,1639,2667
Part-1656,2025-03-01,3,1939.38,155.58,20,75,2.1133,366.45,311,4565,1639,2667
Part-1657,2025-01-01,1,76.85,263.37,20,150,3.9944,870.65,46,64,54,30
Part-1657,2025-02-01,2,105.08,263.37,20,150,3.9944,870.65,46,64,54,30
Part-1657,2025-03-01,3,32.91,263.37,20,150,3.9944,870.65,46,64,54,30
Part-1658,2025-01-01,1,43.35,153.35,20,200,2.6964,659.3,175,464,383,329
Part-1658,2025-02-01,2,2.5,153.35,20,200,2.6964,659.3,175,464,383,329
Part-1658,2025-03-01,3,353.96,153.35,20,200,2.6964,659.3,175,464,383,329
Part-1659,2025-01-01,1,1022.03,845.5,14,50,11.5552,2730.94,125,2388,819,3558
Part-1659,2025-02-01,2,1623.06,845.5,14,50,11.5552,2730.94,125,2388,819,3558
Part-1659,2025-03-01,3,1624.98,845.5,14,50,11.5552,2730.94,125,2388,819,3558
Part-166,2025-01-01,1,373.64,467.77,20,100,11.6163,2229.33,168,2385,979,1446
Part-166,2025-02-01,2,847.41,467.77,20,100,11.6163,2229.33,168,2385,979,1446
Part-166,2025-03-01,3,817.97,467.77,20,100,11.6163,2229.33,168,2385,979,1446
Part-1660,2025-01-01,1,1.51,154.1,20,300,3.5443,533.57,121,481,338,149
Part-1660,2025-02-01,2,1.65,154.1,20,300,3.5443,533.57,121,481,338,149
Part-1660,2025-03-01,3,0.57,154.1,20,300,3.5443,533.57,121,481,338,149
Part-1661,2025-01-01,1,1.09,145.69,20,150,3.0473,714.25,54,153,160,56
Part-1661,2025-02-01,2,0.62,145.69,20,150,3.0473,714.25,54,153,160,56
Part-1661,2025-03-01,3,0.62,145.69,20,150,3.0473,714.25,54,153,160,56
Part-1662,2025-01-01,1,1082.72,348.24,20,150,6.0071,1607.25,352,2895,615,2293
Part-1662,2025-02-01,2,2187.84,348.24,20,150,6.0071,1607.25,352,2895,615,2293
Part-1662,2025-03-01,3,2115.75,348.24,20,150,6.0071,1607.25,352,2895,615,2293
Part-1663,2025-01-01,1,213.54,326.88,20,100,4.7125,1564.48,116,762,453,392
Part-1663,2025-02-01,2,413.6,326.88,20,100,4.7125,1564.48,116,762,453,392
Part-1663,2025-03-01,3,598.88,326.88,20,100,4.7125,1564.48,116,762,453,392
Part-1664,2025-01-01,1,2.83,106.11,20,100,1.5828,236.95,28,12,10,5
Part-1664,2025-02-01,2,0.65,106.11,20,100,1.5828,236.95,28,12,10,5
Part-1664,2025-03-01,3,0.57,106.11,20,100,1.5828,236.95,28,12,10,5
Part-1665,2025-01-01,1,401.38,4116.91,14,300,57.6367,15873.74,62,453,276,717
Part-1665,2025-02-01,2,179.11,4116.91,14,300,57.6367,15873.74,62,453,276,717
Part-1665,2025-03-01,3,217.81,4116.91,14,300,57.6367,15873.74,62,453,276,717
Part-1666,2025-01-01,1,81.02,6861.39,20,300,99.4902,18321.53,14,79,57,27
Part-1666,2025-02-01,2,100.71,6861.39,20,300,99.4902,18321.53,14,79,57,27
Part-1666,2025-03-01,3,53.82,6861.39,20,300,99.4902,18321.53,14,79,57,27
Part-1667,2025-01-01,1,93.03,7560.11,20,150,134.192,24288.6,24,315,162,321
Part-1667,2025-02-01,2,201.53,7560.11,20,150,134.192,24288.6,24,315,162,321
Part-1667,2025-03-01,3,77.57,7560.11,20,150,134.192,24288.6,24,315,162,321
Part-1668,2025-01-01,1,13.42,374.89,20,150,5.842,1514.27,145,2613,1613,929
Part-1668,2025-02-01,2,1926.93,374.89,20,150,5.842,1514.27,145,2613,1613,929
Part-1668,2025-03-01,3,9.97,374.89,20,150,5.842,1514.27,145,2613,1613,929
Part-1669,2025-01-01,1,96.85,184.62,14,75,4.354,689.88,97,337,174,207
Part-1669,2025-02-01,2,280.05,184.62,14,75,4.354,689.88,97,337,174,207
Part-1669,2025-03-01,3,103.79,184.62,14,75,4.354,689.88,97,337,174,207
Part-167,2025-01-01,1,272.35,3915.8,20,75,87.1266,11693.3,36,2858,1866,1186
Part-167,2025-02-01,2,3037.53,3915.8,20,75,87.1266,11693.3,36,2858,1866,1186
Part-167,2025-03-01,3,388.36,3915.8,20,75,87.1266,11693.3,36,2858,1866,1186
Part-1670,2025-01-01,1,165.6,286.83,20,500,7.0273,1008.84,172,532,129,388
Part-1670,2025-02-01,2,382.95,286.83,20,500,7.0273,1008.84,172,532,129,388
Part-1670,2025-03-01,3,356.53,286.83,20,500,7.0273,1008.84,172,532,129,388
Part-1671,2025-01-01,1,345.8,104.06,14,200,2.2026,462.37,443,1169,776,959
