parca_no,aylik_ort,aylik_std,tedarik_suresi,birim_maliyet,siparis_maliyeti,elde_tutma_maliyeti_aylik,stoksuz_kalma_cezasi,mevcut_SS,mevcut_r,mevcut_Q,baslangic_stok
Part-1722,141.4,151.9,7,205.02,100,4.4079,422.02,145,160,66,143
Part-1723,221.5,132.4,20,241.48,200,5.0912,1019.68,213,407,108,342
Part-1724,740.6,244.9,20,461.87,100,7.1205,1503.99,394,1153,132,1081
Part-1725,59.7,153.6,20,5492.65,200,131.8236,21841.39,247,298,10,89
Part-1726,128.4,293.7,20,400.81,50,6.3462,1364.76,473,699,51,138
Part-1727,17.4,58.6,14,468.13,100,6.9049,973.47,79,106,17,29
Part-1728,1.7,5.6,20,2275.45,50,46.6467,8891.94,9,12,2,3
Part-1729,334.0,213.7,20,59.05,100,1.0088,257.71,344,641,334,590
Part-1730,583.0,380.0,20,4754.15,300,114.892,11732.91,612,1068,66,866
Part-1731,144.7,79.2,7,409.8,150,7.4788,1915.1,75,105,83,166
Part-1732,1389.8,1003.3,14,2446.69,150,35.6809,6226.06,1352,2186,99,2291
Part-1733,19.2,43.8,7,276.32,100,6.7698,903.15,42,47,26,23
Part-1734,1048.8,981.5,20,4054.81,50,76.7035,14522.55,1580,2848,38,1964
Part-1735,68.5,151.1,20,1506.54,200,28.6243,4431.63,243,339,31,110
Part-1736,10.8,19.5,20,140.94,150,2.443,493.48,31,35,30,12
Part-1737,926.6,245.5,20,4829.98,300,110.687,20068.9,395,1250,88,1818
Part-1738,102.2,72.0,20,304.37,100,4.8953,1261.12,116,188,65,155
Part-1739,68.6,68.1,7,261.04,100,3.3065,1244.34,65,77,55,74
Part-1740,153.4,113.6,14,477.74,500,8.9576,2191.05,153,299,125,250
Part-1741,250.6,254.7,20,480.53,75,11.5728,2381.18,410,531,56,314
Part-1742,134.1,285.5,20,45.38,100,0.7223,171.82,460,580,233,242
Part-1743,222.3,138.8,20,152.43,100,2.4135,488.01,224,381,157,404
Part-1744,0.0,0.1,20,8.73,150,0.1899,23.75,0,0,1,0
Part-1745,24.5,83.0,20,211.84,150,4.6958,578.73,134,165,30,37
Part-1746,1435.2,804.8,20,4040.08,75,72.3848,9909.4,1296,2408,54,2088
Part-1747,45.6,51.9,20,6677.35,300,153.0226,27911.33,84,130,13,80
Part-1748,33.6,53.1,7,38.26,200,0.5611,151.61,51,70,118,38
Part-1749,0.8,2.7,20,6526.64,100,111.4968,18776.38,4,6,1,1
Part-1750,841.5,731.7,20,740.56,100,13.0215,3463.16,1178,1780,133,1301
Part-1751,46.2,156.0,20,258.01,300,4.2357,943.51,251,354,67,50
Part-1752,4.9,15.7,7,340.45,100,5.1919,751.39,15,21,15,7
Part-1753,8.5,28.5,20,161.58,150,2.7065,352.95,46,65,27,16
Part-1754,308.2,188.9,20,69.58,75,0.8871,169.05,304,649,173,572
Part-1755,25.3,63.5,7,400.31,100,8.5399,1054.33,60,75,21,28
Part-1756,488.7,109.9,20,429.89,100,9.0635,2004.28,177,630,134,533
Part-1757,2843.2,792.0,14,141.86,150,2.5771,615.01,1067,3372,685,3590
Part-1758,17.1,56.7,20,213.27,100,3.519,555.61,91,112,40,32
Part-1759,125.5,43.9,20,45.56,500,0.8163,125.08,71,210,399,142
Part-1760,65.8,69.9,20,4771.22,75,115.3045,18657.21,113,174,7,113
Part-1761,114.5,59.4,20,384.67,200,7.7255,1775.09,96,231,81,126
Part-1762,415.1,455.7,20,4320.4,100,93.6087,12745.99,734,1322,30,674
Part-1763,204.9,178.3,20,304.32,200,4.6662,1088.4,287,417,162,278
Part-1764,123.7,41.6,20,473.36,300,6.4693,2211.13,67,217,86,221
Part-1765,158.7,211.6,20,5712.77,75,77.1224,24632.87,341,513,18,196
Part-1766,74.1,67.4,7,229.46,100,4.2259,1072.62,64,105,49,121
Part-1767,0.2,0.6,7,186.61,75,4.0121,528.89,1,1,3,0
Part-1768,462.3,185.3,20,7653.08,200,169.6433,31169.48,298,717,38,792
Part-1769,40.1,135.4,20,379.29,200,8.1547,888.31,218,310,45,75
Part-1770,507.5,174.8,20,60.65,100,1.4505,233.42,281,698,254,572
Part-1771,157.0,182.5,20,35.39,100,0.466,103.06,294,523,251,293
Part-1772,82.4,199.5,7,6778.26,75,157.0297,27820.97,190,222,9,131
Part-1773,134.2,42.0,14,125.24,100,2.5987,303.79,57,151,121,151
Part-1774,70.4,117.3,20,315.43,100,4.6263,1260.69,189,240,68,100
Part-1775,428.6,139.6,20,4008.63,75,84.1812,16537.83,225,670,36,498
Part-1776,22.9,42.0,20,496.35,100,9.3893,2269.05,68,84,26,39
Part-1777,152.8,174.0,7,3721.43,300,63.2643,15113.58,166,177,35,269
Part-1778,55.9,57.1,20,77.26,100,1.204,275.71,92,134,108,62
Part-1779,348.8,233.5,14,142.46,100,2.6118,620.05,315,439,161,525
Part-1780,58.1,117.0,14,70.33,100,1.0901,200.67,158,243,92,105
Part-1781,124.1,134.9,14,62.2,500,0.8397,250.82,182,326,466,240
Part-1782,200.2,172.1,20,286.03,200,6.6025,1193.77,277,458,85,303
Part-1783,123.5,285.6,20,453.83,75,9.0388,1442.1,460,652,56,241
Part-1784,95.0,227.3,14,343.74,200,5.8722,1707.32,306,354,80,146
Part-1785,68.8,166.2,14,401.32,200,7.2572,1231.36,224,298,68,96
Part-1786,1.9,4.2,20,1305.85,500,30.4698,2942.7,7,10,9,4
Part-1787,822.4,400.7,20,240.28,300,3.9646,699.32,645,1751,439,1228
Part-1788,154.5,148.0,7,469.05,50,8.0911,1078.02,141,188,48,227
Part-1789,93.9,155.1,20,362.37,100,8.0023,1093.6,250,391,52,140
Part-1790,1.6,5.3,20,232.37,200,3.4856,553.88,9,9,11,3
Part-1791,41.4,127.7,20,7451.06,500,154.6095,24727.12,206,305,17,76
Part-1792,95.5,158.5,20,6273.45,50,112.3993,27188.67,255,281,7,134
Part-1793,1761.7,709.5,7,1759.61,100,32.9927,3875.24,676,1353,119,2349
Part-1794,117.4,84.4,20,6443.67,100,143.9086,23772.78,136,272,13,175
Part-1795,88.0,82.8,7,2232.05,100,55.6152,4757.58,79,120,20,138
Part-1796,164.3,391.5,20,320.45,100,7.3436,1491.32,630,672,52,203
Part-1797,524.1,184.4,7,373.32,100,5.4131,1778.55,176,428,111,940
Part-1798,72.5,110.9,7,46.26,500,0.7093,160.85,106,115,366,108
Part-1799,17.8,44.2,20,10.29,200,0.1809,44.33,71,95,156,24
Part-1800,13.9,47.1,20,354.47,200,7.6211,1339.45,76,80,21,15
Part-1801,16.5,52.6,20,229.92,100,4.3302,694.82,85,94,21,20
Part-1802,247.5,293.9,7,94.66,300,2.2482,258.94,280,379,328,482
Part-1803,64.8,57.6,14,491.1,50,6.4252,2099.84,78,120,37,85
Part-1804,114.9,291.9,7,396.72,75,6.2483,1305.19,278,276,50,134
Part-1805,1.6,5.4,14,291.36,500,4.4432,1387.08,7,7,17,2
Part-1806,112.4,84.3,20,4073.99,150,88.9488,20072.86,136,240,18,147
Part-1807,527.7,176.2,20,81.74,75,1.4986,215.07,284,897,270,546
Part-1808,86.0,289.5,20,481.3,300,6.0965,1772.72,466,660,102,114
Part-1809,0.0,0.1,20,498.2,500,11.0434,1798.9,0,0,1,0
Part-1810,0.9,2.0,20,6783.74,300,115.3236,31234.35,3,4,2,1
Part-1811,21.6,57.9,20,3991.61,75,62.8679,16257.65,93,96,6,29
Part-1812,123.9,188.0,20,2191.84,100,32.3296,8377.5,303,340,31,179
Part-1813,21.3,71.9,20,334.56,100,8.141,1350.64,116,149,27,42
Part-1814,324.9,362.8,20,222.08,150,5.3854,703.63,584,958,121,448
Part-1815,27.5,34.5,20,3535.55,500,47.4353,17256.58,56,72,18,35
Part-1816,38.5,99.7,20,144.95,500,2.2346,314.96,161,178,104,48
Part-1817,29.2,67.3,14,226.19,300,4.6557,472.15,91,89,78,43
Part-1818,1294.1,933.3,14,220.87,50,4.6199,717.11,1257,2493,152,2277
Part-1819,908.7,677.0,20,5047.29,200,89.5894,12435.15,1090,2423,75,1096
Part-1820,35.1,118.3,20,394.42,300,7.7241,1433.48,190,193,57,60
Part-1821,651.4,367.8,20,5747.17,100,122.1274,11649.68,592,1097,32,665
Part-1822,70.1,45.7,20,278.1,75,6.7903,939.71,74,167,34,99
Part-1823,315.7,379.1,20,5228.09,200,112.8396,15081.86,610,1109,27,561
Part-1824,14.9,50.2,7,240.11,50,3.3415,625.99,48,52,23,20
Part-1825,141.5,216.4,20,381.92,300,8.2113,1273.3,348,397,120,221
Part-1826,240.0,300.6,20,225.04,75,3.0005,1027.0,484,583,121,289
Part-1827,238.3,119.0,20,281.08,100,5.2702,1114.82,192,443,99,415
Part-1828,5.8,19.6,20,352.34,500,6.7238,873.74,32,36,22,6
Part-1829,120.1,57.8,20,5651.58,500,125.7477,19761.42,93,168,40,222
Part-1830,127.4,290.9,14,179.87,200,2.2784,862.48,392,507,178,153
Part-1831,432.2,283.4,14,47.44,200,1.1109,157.39,382,539,359,810
Part-1832,103.9,299.8,20,293.22,500,6.1088,1000.36,483,672,168,141
Part-1833,52.9,55.8,7,3401.78,300,43.9397,16410.43,53,67,29,91
Part-1834,1.8,4.8,20,2604.99,150,37.7724,6271.32,8,7,4,2
Part-1835,1.7,5.9,20,145.35,200,1.8896,611.21,10,12,22,3
Part-1836,104.7,37.2,20,5351.55,150,118.1801,15506.03,60,157,19,118
Part-1837,56.3,65.6,20,83.95,150,1.2313,385.97,106,197,130,66
Part-1838,1371.0,560.3,20,28.26,300,0.3697,61.13,902,2307,1224,2047
Part-1839,83.3,78.8,20,216.3,200,3.0823,1075.27,127,190,97,90
Part-1840,590.6,294.4,14,5983.45,300,116.6773,25763.7,397,884,69,706
Part-1841,192.0,108.9,14,346.94,50,6.4762,989.82,147,254,47,373
Part-1842,19.1,55.6,20,481.06,150,7.4965,2060.17,90,130,27,38
Part-1843,124.4,94.3,14,41.37,100,1.0032,197.29,127,203,155,171
Part-1844,32.6,74.7,14,447.01,150,10.3557,1045.45,101,128,31,63
Part-1845,0.2,0.4,20,940.28,150,15.4363,4457.62,1,1,2,0
Part-1846,18.8,22.0,20,430.84,200,7.9346,1327.21,35,53,39,24
Part-1847,33.3,113.3,20,81.7,50,1.5523,164.98,182,251,41,57
Part-1848,36.2,57.9,7,1976.35,75,43.315,4619.25,55,78,9,60
Part-1849,112.2,68.2,7,479.15,300,8.5448,2230.15,65,92,76,223
Part-1850,567.7,153.5,20,1874.02,500,36.2311,9272.65,247,711,155,718
Part-1851,6.3,11.6,20,7816.8,50,138.0968,36630.43,19,29,2,11
Part-1852,76.9,83.3,7,49.7,100,1.0934,165.23,79,128,108,81
Part-1853,2078.8,926.6,14,114.26,50,2.2185,558.07,1248,2220,367,2315
Part-1854,1.6,5.5,20,457.0,200,10.4348,1471.79,9,10,10,2
Part-1855,31.1,60.3,20,118.57,150,1.5612,277.58,97,121,94,62
Part-1856,119.3,80.9,7,3260.79,150,77.7155,9856.8,77,139,26,215
Part-1857,44.8,74.5,20,29.99,150,0.6823,149.81,120,137,124,80
Part-1858,176.0,145.8,14,2298.45,150,52.2897,8913.01,196,281,37,266
Part-1859,8.3,22.5,20,5268.55,75,75.0768,15911.0,36,50,4,11
Part-1860,140.3,88.5,20,481.08,200,7.6171,1863.0,143,227,104,162
Part-1861,1.4,3.7,20,4240.57,200,104.9541,13940.48,6,7,2,2
Part-1862,57.9,66.6,20,2722.8,300,66.4817,5850.33,107,162,27,80
Part-1863,628.4,210.0,14,4307.54,500,66.0489,11214.18,283,667,109,1104
Part-1864,13.6,29.6,20,209.53,200,3.7541,431.15,48,60,32,21
Part-1865,288.9,227.7,14,70.57,50,1.0174,195.08,307,518,177,311
Part-1866,3.1,7.4,20,434.56,50,6.8443,1833.28,12,13,9,3
Part-1867,2743.4,1171.8,20,7236.76,200,107.3453,18670.52,1887,4758,128,3024
Part-1868,3.5,11.7,14,215.57,50,2.9102,772.64,16,21,9,5
Part-1869,191.6,145.0,20,38.89,100,0.7681,159.64,233,475,187,370
Part-1870,447.5,373.1,20,334.36,75,5.1826,1219.09,601,893,94,733
Part-1871,202.7,361.9,7,202.83,500,5.0538,415.01,345,357,230,365
Part-1872,657.7,187.0,20,130.58,100,2.4701,403.5,301,853,277,964
Part-1873,43.2,23.6,20,6690.86,50,113.7446,22246.38,38,76,5,59
Part-1874,91.3,137.5,20,638.28,300,15.2655,1932.88,221,303,62,101
Part-1875,55.2,76.0,14,259.93,150,5.2636,945.83,102,154,68,104
Part-1876,25.2,85.5,20,398.9,50,5.6178,1411.89,138,134,24,45
Part-1877,1217.7,370.6,14,425.29,200,7.9742,1089.74,499,1069,259,1422
Part-1878,84.3,71.3,14,3388.44,75,60.9919,14420.94,96,148,15,127
Part-1879,21.9,59.1,20,6411.32,200,141.5833,15922.46,95,129,8,33
Part-1880,5.2,17.4,14,3634.59,150,76.9322,12273.63,23,24,5,8
Part-1881,164.1,272.3,20,470.53,75,8.0774,2008.65,438,648,58,319
Part-1882,131.6,87.8,14,10.35,200,0.1898,42.35,118,189,595,208
Part-1883,0.9,2.1,20,131.67,100,2.5017,434.06,3,5,10,1
Part-1884,154.4,89.1,20,6800.61,150,120.7108,29696.64,143,350,22,162
Part-1885,432.3,108.6,20,473.04,300,6.5437,1958.99,175,548,233,459
Part-1886,225.7,677.0,20,214.85,100,5.1206,677.55,1090,1179,79,268
Part-1887,57.1,41.3,20,6049.7,100,126.5396,28352.16,67,119,9,59
Part-1888,36.7,85.7,20,1041.26,500,19.0898,2525.97,138,157,33,64
Part-1889,771.8,188.0,20,82.13,150,1.6084,252.59,303,1144,336,1330
Part-1890,62.9,64.2,7,640.33,150,9.7117,2621.15,61,96,51,71
Part-1891,16.2,54.7,20,28.31,100,0.5426,130.76,88,115,100,30
Part-1892,114.0,128.8,20,299.19,100,6.5323,887.92,207,370,47,132
Part-1893,33.0,32.1,20,388.45,150,7.4453,1430.94,52,81,35,43
Part-1894,76.0,125.9,20,6120.33,100,113.2261,12458.05,203,239,14,95
Part-1895,148.5,91.0,20,414.16,75,7.5584,1289.08,147,326,47,204
Part-1896,310.3,179.5,20,136.3,150,2.9986,407.92,289,563,186,389
Part-1897,148.4,291.0,14,43.2,75,0.9468,195.58,392,541,176,221
Part-1898,206.4,266.9,20,3304.79,150,72.43,7343.01,430,577,32,290
Part-1899,68.3,143.0,14,414.92,200,6.4658,907.16,193,199,55,136
Part-1900,389.9,191.4,20,1811.97,75,36.6924,6030.43,308,848,38,412
Part-1901,395.6,287.3,14,4006.57,200,89.1462,12909.84,387,567,50,452
Part-1902,38.6,72.4,7,231.67,100,4.5176,575.63,69,102,43,41
Part-1903,1.8,6.0,20,5251.89,500,116.8546,14652.94,10,14,3,3
Part-1904,64.0,50.1,20,239.83,500,5.5561,1180.58,81,164,125,67
Part-1905,40.5,80.6,20,6942.61,200,101.8249,24573.7,130,184,10,74
Part-1906,198.5,115.7,20,238.66,100,3.8981,540.22,186,398,117,300
Part-1907,0.2,0.5,20,78.04,300,1.5608,167.73,1,1,8,0
Part-1908,41.0,26.3,14,96.85,500,1.5577,205.89,35,59,207,64
Part-1909,62.7,61.7,14,442.04,100,10.7195,1399.97,83,126,32,73
Part-1910,8.0,25.2,20,62.35,150,0.9301,286.61,41,52,47,10
Part-1911,16.1,14.3,7,116.02,50,1.9723,521.94,14,19,24,21
Part-1912,356.0,160.4,20,497.78,50,12.403,1544.94,258,592,50,567
Part-1913,114.9,79.3,20,290.13,150,4.3036,1254.31,128,225,110,139
Part-1914,45.1,34.3,20,736.42,150,13.3169,3134.75,55,103,42,50
Part-1915,8.3,28.0,20,423.26,100,6.9485,1459.82,45,63,14,16
Part-1916,0.4,1.3,20,6069.73,50,137.0747,19503.03,2,2,1,0
Part-1917,17.5,30.9,7,114.78,200,1.8747,291.73,29,43,70,32
Part-1918,424.0,421.4,20,214.12,100,3.1047,607.31,679,1201,204,758
Part-1919,493.6,726.9,20,378.73,150,9.1526,1142.28,1170,1921,137,640
Part-1920,26.8,65.8,20,436.86,150,7.2082,1938.85,106,138,32,30
Part-1921,79.6,109.5,14,140.24,150,3.0502,513.12,148,231,86,91
Part-1922,64.9,61.6,20,2447.29,75,39.5645,6369.67,99,130,18,110
Part-1923,54.3,128.1,20,167.17,150,2.4658,382.4,206,301,61,89
Part-1924,95.1,127.0,14,300.12,100,6.7527,1047.42,171,191,58,170
Part-1925,66.6,65.4,20,667.49,200,8.7886,2669.26,105,203,52,129
Part-1926,516.3,201.6,20,447.1,75,7.4517,1992.57,325,1017,121,874
Part-1927,3.2,6.1,14,489.11,100,10.8827,2148.14,8,9,6,4
Part-1928,64.1,80.6,20,341.16,100,6.4536,1525.83,130,171,48,80
Part-1929,43.5,63.4,14,485.3,200,10.2317,1622.62,85,130,42,80
Part-1930,58.5,29.3,7,147.49,200,1.9665,678.01,28,43,120,71
Part-1931,12.1,40.9,20,4375.45,100,95.5307,14586.98,66,92,4,13
Part-1932,317.1,153.6,20,340.83,150,4.9988,853.56,247,465,148,540
Part-1933,28.2,44.2,14,135.28,75,3.0551,431.83,60,67,39,40
Part-1934,15.3,35.2,20,162.61,200,3.1844,491.09,57,88,47,29
Part-1935,1.7,5.9,20,246.87,75,5.3694,784.19,10,12,8,3
Part-1936,17.3,16.6,20,396.86,200,6.019,1577.86,27,51,38,19
Part-1937,132.6,107.6,20,436.75,300,7.6067,1734.22,173,284,122,258
Part-1938,125.1,92.1,20,4432.52,500,99.7317,11855.68,148,295,31,157
Part-1939,11.3,38.1,20,1651.34,300,39.4945,4867.81,61,77,16,15
Part-1940,375.7,223.4,20,135.61,75,2.0794,513.43,360,769,169,527
Part-1941,130.2,105.0,14,371.83,100,8.3352,837.5,141,252,44,137
Part-1942,1.8,5.9,20,4483.04,50,62.0154,18228.01,10,12,2,3
Part-1943,24.1,56.8,20,5231.02,75,93.2865,13269.41,91,113,6,27
Part-1944,277.5,266.8,20,475.34,50,11.527,2163.81,430,641,58,389
Part-1945,435.3,186.4,14,258.87,150,6.2992,829.62,251,620,164,588
Part-1946,932.7,438.0,20,398.26,150,6.4717,1060.33,705,1438,246,1654
Part-1947,35.6,53.1,14,265.18,300,3.9556,1061.64,72,106,76,64
Part-1948,58.3,62.9,14,466.8,100,6.6908,1709.46,85,112,42,67
Part-1949,212.5,79.9,20,7532.72,150,139.3553,18950.87,129,358,17,290
Part-1950,11.1,12.0,20,275.35,100,3.7631,1233.98,19,34,22,15
Part-1951,42.5,75.6,14,17.45,200,0.2966,58.63,102,117,236,49
Part-1952,21.4,13.9,14,102.71,300,1.3096,252.33,19,27,79,38
Part-1953,9.7,16.9,14,144.11,100,2.2697,632.43,23,25,25,17
Part-1954,27.7,65.0,20,238.94,50,5.6748,573.53,105,141,24,33
Part-1955,25.1,33.5,20,5285.75,75,95.584,25921.93,54,92,7,34
Part-1956,139.1,116.3,20,235.99,200,3.1662,784.77,187,262,173,154
Part-1957,16.7,10.8,20,4808.15,100,98.9678,20120.51,17,37,8,27
Part-1958,0.3,0.6,20,462.41,200,11.2905,1551.8,1,1,3,0
Part-1959,78.6,54.8,14,379.48,200,6.9571,972.49,74,128,66,156
Part-1960,65.6,141.5,14,2331.26,150,47.4023,9964.6,191,285,22,117
Part-1961,9.9,33.4,20,92.35,200,2.2164,264.87,54,60,50,14
Part-1962,395.5,174.9,20,4290.41,200,76.1548,17364.38,282,664,37,624
Part-1963,46.7,21.2,14,39.18,150,0.8162,108.61,29,48,128,89
Part-1964,43.4,120.8,20,172.73,50,3.1091,470.4,195,197,45,67
Part-1965,5.8,9.0,14,365.29,150,8.9496,1231.88,12,15,13,7
Part-1966,31.1,42.2,20,4879.69,150,91.9008,21708.37,68,80,11,43
Part-1967,31.9,40.9,14,2463.34,500,58.0938,9461.44,55,82,25,59
Part-1968,51.7,174.5,20,199.97,150,3.7661,438.74,281,327,54,85
Part-1969,728.1,331.1,20,297.2,150,6.1917,1248.71,533,1284,178,1202
Part-1970,9.9,27.6,20,446.99,150,7.7478,1671.44,44,47,19,18
Part-1971,0.8,2.1,20,5592.73,75,134.2255,21647.76,3,4,1,2
Part-1972,67.1,55.5,20,304.28,100,6.2631,931.32,89,168,35,129
Part-1973,248.5,75.3,20,255.01,75,3.2514,935.5,121,442,129,272
Part-1974,0.2,0.5,7,342.53,50,4.3387,1067.21,0,1,2,0
Part-1975,6.3,17.8,20,335.68,100,7.0213,753.44,29,42,13,11
Part-1976,6.3,21.3,7,6962.79,150,96.8988,31564.35,20,23,4,11
Part-1977,129.5,159.6,20,369.79,300,7.9197,1491.76,257,400,125,208
Part-1978,0.7,1.7,20,248.18,200,4.095,995.53,3,3,7,1
Part-1979,16.2,30.3,20,498.25,100,9.5913,1286.0,49,53,18,29
Part-1980,44.6,70.5,7,29.25,50,0.429,116.73,67,69,125,77
Part-1981,1.7,5.7,14,224.39,100,3.4967,604.98,8,10,12,2
Part-1982,23.4,54.8,20,1590.33,100,28.6259,6460.88,88,106,11,34
Part-1983,236.9,539.8,20,7648.09,100,159.3352,22948.79,869,1328,20,278
Part-1984,195.4,251.1,20,99.46,150,1.4339,245.92,404,580,202,261
Part-1985,197.4,129.1,20,219.87,50,3.5179,1037.52,208,342,76,201
Part-1986,196.3,188.9,20,350.48,100,5.2864,810.99,304,551,71,275
Part-1987,107.9,85.5,20,4281.15,150,99.5367,18346.28,138,224,14,167
Part-1988,3345.0,969.4,20,274.84,100,5.6571,633.6,1561,4920,396,5418
Part-1989,1262.1,883.8,14,220.3,150,4.0388,893.13,1191,2264,313,2099
Part-1990,231.6,63.2,20,377.24,75,9.1795,879.41,102,388,61,425
Part-1991,6.9,20.5,14,1841.86,75,39.907,6495.27,28,37,6,8
Part-1992,0.5,1.8,20,437.98,100,10.5845,1122.98,3,3,4,1
Part-1993,250.6,78.0,20,6959.61,75,139.1922,32012.43,126,403,13,464
Part-1994,137.8,100.6,20,74.5,75,1.0616,238.73,162,359,152,159
Part-1996,63.0,61.8,14,27.05,100,0.4058,105.08,83,117,145,124
Part-1997,86.2,56.5,14,196.75,200,3.312,656.24,76,107,119,159
Part-1998,3.4,11.6,14,208.91,100,3.9345,956.64,16,17,14,5
Part-1999,276.7,151.2,7,428.17,50,6.2085,1412.72,144,212,86,548
Part-2000,8.3,10.0,14,94.28,150,1.2021,304.85,13,21,36,9
Part-2001,1.6,3.8,14,323.55,150,5.3655,1087.87,5,7,7,2
Part-2002,13.6,16.2,7,1584.29,100,36.1746,7255.35,15,21,8,22
Part-2003,38.0,54.3,7,2223.55,100,28.165,8361.59,52,52,14,51
Part-2004,15.5,35.6,20,267.1,100,3.6949,1070.56,57,81,26,30
Part-2005,14.5,30.4,20,355.57,75,8.03,1479.61,49,60,20,15
Part-2006,74.1,105.7,20,325.04,150,5.309,1564.27,170,265,58,115
Part-2007,147.2,108.0,20,1259.89,200,30.5523,5685.33,174,330,40,234
Part-2008,12.8,18.6,20,5555.34,200,95.8296,26564.82,30,40,8,21
Part-2009,85.2,84.2,7,315.49,100,7.0985,955.91,80,94,49,107
Part-2010,184.8,81.9,14,1823.91,200,28.7266,4823.37,110,197,60,252
Part-2011,72.2,107.6,20,266.54,300,3.5317,695.71,173,284,87,133
Part-2012,8.1,16.2,14,445.89,100,10.4784,2039.23,22,33,12,10
Part-2013,0.3,0.6,20,34.26,100,0.8251,153.89,1,1,7,1
Part-2014,7.8,15.8,20,197.59,200,4.2153,780.72,25,28,21,12
Part-2016,62.8,27.0,20,23.57,150,0.2966,69.63,43,101,315,111
Part-2017,305.7,390.2,20,321.39,300,7.0438,1350.67,628,1037,133,524
Part-2018,6.8,22.9,20,5669.01,75,104.4043,15565.44,37,49,3,8
Part-2019,48.8,35.8,20,106.27,100,1.9306,411.5,58,89,69,77
Part-2020,455.6,340.3,20,307.65,50,5.9223,1116.22,548,786,83,851
Part-2021,371.6,75.3,14,5298.87,50,84.3403,14773.34,101,391,26,532
Part-2022,0.1,0.4,14,2991.5,50,63.3201,14368.22,1,1,1,0
Part-2023,5.6,14.2,20,77.64,100,1.2552,215.08,23,26,33,8
Part-2024,5.1,17.1,7,156.54,150,3.0525,733.29,16,15,28,6
Part-2025,442.7,135.7,20,490.77,50,6.9935,1777.96,219,668,85,615
Part-2026,3.0,10.1,14,6509.2,150,136.1508,14811.58,14,19,4,6
Part-2027,17.8,26.0,7,84.55,100,1.2542,380.55,25,38,41,23
Part-2028,26.5,47.4,20,3977.39,75,58.3351,17398.28,76,108,8,50
Part-2029,0.7,2.3,20,441.64,50,5.6677,1984.25,4,4,4,1
Part-2030,12.2,19.6,20,355.03,75,4.9704,1389.75,32,36,22,16
Part-2031,23.2,28.9,14,79.74,150,1.2293,329.71,39,57,97,25
Part-2032,151.8,50.3,20,124.07,150,1.8921,585.76,81,219,138,262
Part-2033,0.4,1.3,20,94.19,150,1.562,224.46,2,2,10,1
Part-2034,139.3,70.8,20,317.32,75,4.178,713.69,114,241,61,248
Part-2035,497.3,82.5,20,5889.5,300,142.3296,13988.9,133,550,49,717
Part-2036,0.3,1.1,20,2505.03,100,35.0704,11548.73,2,2,1,0
Part-2037,1.7,5.6,7,149.19,200,3.1703,550.33,5,6,19,3
Part-2038,1.6,5.5,7,6772.24,75,129.8013,17121.55,5,5,1,2
Part-2039,44.1,20.9,20,6585.55,100,127.8694,15970.86,34,67,8,64
Part-2040,10.1,24.4,14,323.29,150,4.4722,1078.58,33,50,21,14
Part-2041,3.6,12.0,14,47.34,200,0.7338,210.53,16,19,37,5
Part-2042,3.6,12.1,20,441.98,150,9.8341,1951.58,19,24,9,5
Part-2043,134.6,212.7,20,269.59,100,4.9425,1227.65,342,562,66,243
Part-2044,0.1,0.2,20,249.82,100,4.5592,1075.93,0,0,2,0
Part-2045,13.0,25.8,14,467.36,500,9.0356,1021.12,35,46,40,20
Part-2046,183.3,122.1,7,9.38,100,0.1681,39.03,116,206,485,306
Part-2047,22.1,55.8,20,280.17,75,6.3272,996.53,90,105,19,28
Part-2048,11.7,29.2,14,396.67,100,8.6606,1657.78,39,44,20,15
Part-2049,31.6,59.7,20,3350.45,100,55.2824,11568.6,96,124,13,61
Part-2050,3.0,10.0,20,181.8,75,4.1208,627.32,16,21,8,5
Part-2051,61.5,139.9,20,488.86,200,9.2883,1162.71,225,314,58,97
Part-2052,67.4,226.9,20,109.83,150,2.2332,517.92,365,405,100,111
Part-2053,31.6,30.2,20,3820.3,100,89.1403,11934.1,49,68,6,33
Part-2054,4.3,10.3,20,374.3,500,6.8934,1402.55,17,23,25,7
Part-2055,3.3,11.0,20,198.24,150,4.3448,519.68,18,18,15,5
Part-2056,79.9,23.6,20,206.9,200,4.207,642.77,38,121,73,124
Part-2057,0.3,0.9,20,36.32,150,0.6477,167.5,1,2,15,0
Part-2058,51.0,45.1,7,99.1,150,2.2132,260.51,43,67,101,55
Part-2059,208.7,513.2,7,589.92,50,8.1606,1544.6,489,636,57,249
Part-2060,93.5,18.6,20,410.07,200,8.0989,1140.61,30,142,68,182
Part-2061,17.3,12.4,20,155.8,300,2.0384,580.2,20,37,69,24
Part-2062,53.5,92.4,20,193.95,75,2.7961,690.86,149,226,60,78
Part-2063,2.6,8.6,20,223.0,200,4.46,563.29,14,17,16,3
Part-2064,165.3,131.9,14,176.24,150,2.8786,718.34,178,255,103,172
Part-2065,164.8,87.8,7,4919.16,100,77.4768,23231.32,84,113,22,283
Part-2066,1.0,3.5,20,11.35,300,0.2771,29.47,6,6,56,2
Part-2067,20.3,29.7,20,440.68,50,7.5283,1771.03,48,67,16,31
Part-2068,6.0,16.5,20,153.82,100,3.0123,578.23,27,34,16,7
Part-2069,90.9,21.4,20,436.82,300,8.3724,1304.7,34,143,96,159
Part-2070,0.8,2.7,20,2624.76,100,34.7781,10114.49,4,4,2,1
